Incident ID,Incident Number,Incident Category
1,190071141,Malicious Mischief
1,186301079,Larceny Theft
1,180941792,Larceny Theft
1,180923342,Robbery
2,186286982,Larceny Theft
1,180957880,Fraud
1,180962049,Larceny Theft
1,180922156,Burglary
2,180972292,Larceny Theft
1,180985308,Larceny Theft
1,190000021,Assault
1,180923477,Other Miscellaneous
1,186289895,Larceny Theft
3,180937064,Other Miscellaneous
1,180888257,Other Offenses
1,180981908,Traffic Violation Arrest
1,180945722,Larceny Theft
1,180940675,Traffic Violation Arrest
1,180955129,Recovered Vehicle
1,186297058,Malicious Mischief
1,186299703,Larceny Theft
1,180921700,Robbery
4,180931969,Offences Against The Family And Children
1,180949138,Drug Offense
1,186287275,Larceny Theft
1,180951735,Assault
1,180960219,Malicious Mischief
1,180962196,Weapons Offense
1,180921067,Other Miscellaneous
1,186290977,Larceny Theft
1,180908407,Larceny Theft
1,186278092,Larceny Theft
1,180931828,Malicious Mischief
1,180958145,Non-Criminal
1,180910979,Suspicious Occ
1,190033925,Fraud
1,180927457,Non-Criminal
1,180967077,Malicious Mischief
1,186300786,Larceny Theft
1,190015995,Larceny Theft
1,180918315,Other Miscellaneous
1,180942922,Larceny Theft
1,180985201,Warrant
1,180936094,Offences Against The Family And Children
1,180981130,Larceny Theft
1,186287350,Lost Property
1,180918343,Liquor Laws
1,180910844,Warrant
1,180948936,Assault
1,180938244,Motor Vehicle Theft
1,180985245,Suspicious Occ
1,180945089,Larceny Theft
1,186288637,Larceny Theft
1,186289033,Burglary
1,180945017,Non-Criminal
1,180969788,Other Miscellaneous
1,180947621,Malicious Mischief
1,186283477,Larceny Theft
1,186286960,Larceny Theft
1,180914012,Other Miscellaneous
1,180944906,Other Miscellaneous
1,180917624,Other Miscellaneous
1,180923853,Motor Vehicle Theft
1,180976670,Drug Offense
1,180977979,Larceny Theft
1,186280724,Malicious Mischief
1,180931276,Suspicious
1,180923897,Larceny Theft
1,180985160,Motor Vehicle Theft
1,190023647,Non-Criminal
1,180920611,Non-Criminal
1,180926211,Motor Vehicle Theft
1,180951086,Recovered Vehicle
1,190001029,Larceny Theft
1,180969653,Warrant
1,180935143,Other Offenses
1,186302522,Larceny Theft
1,180972571,Other Miscellaneous
1,180930444,Larceny Theft
1,180955323,Non-Criminal
1,180945669,Motor Vehicle Theft
1,180975741,Larceny Theft
1,180703489,Non-Criminal
1,180972612,Larceny Theft
1,180917436,Larceny Theft
1,186290494,Larceny Theft
1,180961405,Larceny Theft
1,180943754,Non-Criminal
1,180928944,Disorderly Conduct
1,186281136,Larceny Theft
1,180925188,Larceny Theft
1,180945073,Warrant
1,180978626,Robbery
1,180947273,Miscellaneous Investigation
1,180952517,Assault
1,180940318,Larceny Theft
1,190058531,Burglary
1,180938987,Motor Vehicle Theft
1,180949257,Other Miscellaneous
1,180953775,Motor Vehicle Theft
2,180958480,Weapons Carrying Etc
2,180930400,Offences Against The Family And Children
1,186277072,Larceny Theft
1,186285417,Lost Property
1,190015923,Fraud
1,180945857,Miscellaneous Investigation
1,180914921,Larceny Theft
1,180923502,Non-Criminal
1,180929782,Disorderly Conduct
1,186297086,Larceny Theft
1,186279426,Larceny Theft
1,180954911,Other Miscellaneous
1,180981851,Larceny Theft
1,180984344,Motor Vehicle Theft
1,180970967,Malicious Mischief
1,180918826,Larceny Theft
1,180928524,Warrant
1,180961295,Other Miscellaneous
1,186278064,Malicious Mischief
1,180921227,Non-Criminal
1,186284657,Larceny Theft
1,186287065,Burglary
1,180964960,Larceny Theft
1,186297779,Lost Property
1,180964835,Larceny Theft
1,180945249,Non-Criminal
1,180950367,Lost Property
1,186296680,Larceny Theft
1,180927316,Weapons Offense
1,180941037,Offences Against The Family And Children
1,180973002,Other Miscellaneous
1,186282582,Larceny Theft
1,180920649,Fraud
3,180966897,Forgery And Counterfeiting
1,180925558,Robbery
1,180953082,Burglary
1,190001502,Larceny Theft
1,180931511,Motor Vehicle Theft
1,180909762,Assault
1,186276789,Larceny Theft
1,180950464,Drug Offense
1,180919482,Warrant
1,190041627,Robbery
2,180972418,Offences Against The Family And Children
1,180927532,Other Miscellaneous
1,186284287,Larceny Theft
1,180918008,Malicious Mischief
1,186296583,Larceny Theft
1,180943215,Disorderly Conduct
1,189005501,Larceny Theft
1,186295381,Larceny Theft
1,180960980,Fraud
1,180958208,Larceny Theft
1,180964017,Other Miscellaneous
1,180942411,Assault
2,180939781,Non-Criminal
3,180970309,Larceny Theft
1,186281023,Larceny Theft
2,180965645,Larceny Theft
1,180971012,Larceny Theft
1,180906928,Liquor Laws
1,180949564,Juvenile Offenses
1,180962259,Recovered Vehicle
1,180908946,Other Miscellaneous
1,180930375,Disorderly Conduct
2,180897640,Assault
1,180951575,Other Miscellaneous
1,186298595,Malicious Mischief
1,180977208,Assault
1,180961029,Family Offense
1,180951854,Malicious Mischief
1,186295579,Larceny Theft
1,186281205,Malicious Mischief
1,180946093,Other Miscellaneous
1,180934753,Larceny Theft
1,190006580,Larceny Theft
1,180975707,Larceny Theft
1,180978541,Non-Criminal
1,190002033,Motor Vehicle Theft
1,180965598,Larceny Theft
1,186302271,Larceny Theft
1,186283370,Larceny Theft
1,186300576,Larceny Theft
1,180915208,Malicious Mischief
1,180943942,Larceny Theft
1,180983095,Motor Vehicle Theft
1,180919705,Fraud
1,180929209,Other Miscellaneous
2,186297161,Larceny Theft
1,180909853,Larceny Theft
1,186302588,Larceny Theft
1,180926017,Larceny Theft
2,180960269,Recovered Vehicle
1,180955931,Disorderly Conduct
1,180957147,Larceny Theft
1,180950210,Other Miscellaneous
1,180916375,Assault
1,180938755,Other Miscellaneous
1,186300015,Malicious Mischief
1,180940108,Motor Vehicle Theft
1,186289958,Larceny Theft
1,186293711,Larceny Theft
1,180930949,Recovered Vehicle
1,180970393,Burglary
1,186302500,Larceny Theft
1,180942370,Other Offenses
1,180974981,Non-Criminal
1,186280207,Larceny Theft
1,196000001,Larceny Theft
1,186279090,Larceny Theft
1,180959024,Suspicious Occ
1,180907885,Assault
1,180918183,Other Miscellaneous
1,180919244,Robbery
1,186289130,Larceny Theft
1,186283182,Larceny Theft
1,180921409,Recovered Vehicle
1,180908009,Malicious Mischief
1,180922639,Missing Person
1,180955812,Other Miscellaneous
1,186284055,Larceny Theft
1,180967306,Burglary
1,180926261,Non-Criminal
1,180936765,Offences Against The Family And Children
1,186297901,Lost Property
1,186290256,Larceny Theft
1,180962867,Fraud
1,180923477,Malicious Mischief
1,180930701,Lost Property
1,180919090,Motor Vehicle Theft
1,186280279,Lost Property
1,186283580,Larceny Theft
1,186292321,Larceny Theft
1,180964318,Lost Property
1,180930206,Other Offenses
1,180942518,Other Miscellaneous
1,180955709,Other Miscellaneous
1,180970224,Robbery
1,180923182,Non-Criminal
2,180887293,Larceny Theft
1,180949304,Warrant
1,180949677,Offences Against The Family And Children
1,186294139,Larceny Theft
1,196000540,Larceny Theft
1,180918456,Other Miscellaneous
1,186291458,Larceny Theft
1,180946877,Non-Criminal
1,180975600,Other Miscellaneous
1,180955276,Courtesy Report
1,190061114,Recovered Vehicle
1,180942574,Recovered Vehicle
1,180978347,Offences Against The Family And Children
1,180920326,Traffic Violation Arrest
1,180979210,Suspicious Occ
1,180703489,Assault
1,180935507,Assault
1,180982859,Larceny Theft
1,190059266,Case Closure
3,180834391,Assault
1,186286653,Larceny Theft
1,186293501,Larceny Theft
1,180962425,Malicious Mischief
1,186286396,Lost Property
1,180908695,Warrant
1,180914482,Recovered Vehicle
1,180917953,Robbery
1,180966245,Other
1,180982097,Larceny Theft
1,186301320,Larceny Theft
1,180937092,Motor Vehicle Theft
1,180966847,Other Miscellaneous
1,180961875,Missing Person
2,180981839,Larceny Theft
1,180948152,Larceny Theft
2,180963116,Larceny Theft
1,180967356,Offences Against The Family And Children
1,186271002,Malicious Mischief
1,180928621,Non-Criminal
1,190014436,Burglary
1,180913967,Malicious Mischief
2,186287968,Larceny Theft
1,190049289,Larceny Theft
1,186286352,Larceny Theft
1,180932183,Other Miscellaneous
1,180984714,Vandalism
1,180918694,Non-Criminal
2,186296000,Larceny Theft
1,180948475,Fraud
1,180964302,Non-Criminal
1,186280213,Larceny Theft
1,180908316,Other Miscellaneous
1,180952454,Non-Criminal
1,180958662,Larceny Theft
1,180960946,Lost Property
1,180967124,Larceny Theft
1,186300407,Larceny Theft
1,186287043,Larceny Theft
1,186288609,Larceny Theft
1,180958333,Motor Vehicle Theft
1,170473915,Warrant
1,180950282,Other Miscellaneous
1,180923637,Suspicious Occ
1,180908930,Offences Against The Family And Children
2,180979163,Other Miscellaneous
1,180949837,Larceny Theft
1,180943306,Other Offenses
1,180980609,Larceny Theft
1,180919545,Traffic Violation Arrest
1,180913014,Non-Criminal
3,180981986,Larceny Theft
1,190007312,Miscellaneous Investigation
1,180947079,Non-Criminal
1,180949257,Non-Criminal
1,190006712,Suspicious Occ
1,180936141,Larceny Theft
1,180909665,Weapons Offense
1,180937296,Larceny Theft
1,190021077,Suspicious Occ
1,180944003,Fraud
1,180914103,Assault
2,186297268,Lost Property
1,180970371,Other Miscellaneous
1,180984388,Weapons Carrying Etc
2,180943522,Non-Criminal
1,180954024,Miscellaneous Investigation
1,186290472,Larceny Theft
1,180968354,Offences Against The Family And Children
1,180934872,Suspicious Occ
1,180936395,Larceny Theft
1,186291436,Larceny Theft
1,180975791,Suspicious Occ
1,180914551,Robbery
1,180985267,Malicious Mischief
1,180943629,Larceny Theft
1,180963188,Assault
1,180946009,Fraud
1,180970575,Motor Vehicle Theft
1,186283803,Larceny Theft
1,186299123,Larceny Theft
1,180930046,Disorderly Conduct
1,180934684,Recovered Vehicle
1,180967845,Non-Criminal
1,186298448,Larceny Theft
1,180967077,Non-Criminal
1,180954961,Warrant
2,190059266,Stolen Property
1,180916080,Larceny Theft
2,180947411,Burglary
1,186286926,Larceny Theft
1,180913581,Fraud
1,186289920,Larceny Theft
1,180906558,Drug Offense
1,180962061,Robbery
1,180907926,Offences Against The Family And Children
1,180940813,Burglary
1,180953208,Non-Criminal
1,186279658,Larceny Theft
1,180952335,Robbery
1,180972214,Other Miscellaneous
1,180916256,Disorderly Conduct
1,186301518,Malicious Mischief
1,180983073,Non-Criminal
2,186285815,Larceny Theft
2,180923411,Drug Offense
1,180965338,Larceny Theft
1,180949075,Suspicious Occ
1,180937989,Warrant
1,180945766,Fraud
1,180930121,Motor Vehicle Theft
1,180944172,Motor Vehicle Theft
1,186291486,Malicious Mischief
1,180970268,Robbery
1,180967657,Motor Vehicle Theft
1,180979226,Motor Vehicle Theft
1,186295563,Larceny Theft
1,186291016,Larceny Theft
1,180943845,Larceny Theft
1,186297882,Malicious Mischief
1,186297945,Larceny Theft
1,186302447,Larceny Theft
1,186282861,Larceny Theft
1,180941720,Assault
2,180957802,Suspicious Occ
1,180915985,Motor Vehicle Theft
1,180941742,Robbery
1,186279313,Larceny Theft
1,186287708,Larceny Theft
1,186301546,Larceny Theft
1,180982003,Larceny Theft
1,180942972,Offences Against The Family And Children
1,180957028,Other Miscellaneous
1,180967914,Assault
2,180915145,Larceny Theft
1,180952802,Larceny Theft
1,180960504,Other
1,186290933,Larceny Theft
1,180980239,Larceny Theft
2,180916369,Drug Offense
1,180967823,Non-Criminal
1,196023605,Larceny Theft
1,180908441,Assault
2,180926051,Assault
2,186295660,Larceny Theft
1,186297092,Larceny Theft
1,180928013,Non-Criminal
1,186293119,Larceny Theft
1,186295557,Larceny Theft
1,180975020,Larceny Theft
1,186290353,Larceny Theft
1,180965009,Motor Vehicle Theft
1,186277298,Larceny Theft
1,180941855,Malicious Mischief
1,180965651,Non-Criminal
1,180915208,Assault
1,186284431,Malicious Mischief
1,180938357,Other Offenses
1,180915195,Burglary
1,180914642,Non-Criminal
1,180318533,Warrant
1,180900130,Recovered Vehicle
1,180962237,Other Miscellaneous
1,180933705,Warrant
1,180949053,Motor Vehicle Theft
1,180963257,Larceny Theft
1,180941623,Larceny Theft
1,190030909,Fraud
1,180931282,Other Offenses
1,180970779,Non-Criminal
1,180980392,Offences Against The Family And Children
1,180928104,Larceny Theft
1,180981908,Warrant
1,180953383,Larceny Theft
1,180911773,Recovered Vehicle
1,180920382,Non-Criminal
1,180840592,Non-Criminal
1,180928358,Larceny Theft
1,180963166,Other Miscellaneous
1,180933921,Non-Criminal
1,180906467,Assault
1,180923671,Fraud
1,180919733,Larceny Theft
1,180926346,Larceny Theft
1,180880582,Robbery
1,180940023,Assault
1,180926835,Offences Against The Family And Children
1,186279971,Larceny Theft
1,180915571,Burglary
1,186290074,Larceny Theft
1,180918274,Larceny Theft
1,180946849,Other
1,196001372,Larceny Theft
1,180911228,Arson
1,180914733,Larceny Theft
1,180975735,Robbery
1,186277260,Larceny Theft
1,180946974,Other Miscellaneous
1,196004188,Larceny Theft
1,186280871,Larceny Theft
1,189005335,Embezzlement
1,180940039,Other Miscellaneous
1,186298987,Larceny Theft
1,186280962,Larceny Theft
1,180946059,Burglary
1,180968796,Other
1,180937484,Motor Vehicle Theft
1,186282742,Larceny Theft
1,180979373,Larceny Theft
1,180911325,Non-Criminal
1,196006338,Larceny Theft
1,180936204,Larceny Theft
1,180943196,Non-Criminal
1,180949097,Assault
1,180858993,Recovered Vehicle
2,186281471,Larceny Theft
1,186293909,Larceny Theft
1,180944815,Recovered Vehicle
2,180981215,Suspicious Occ
1,180951666,Robbery
1,180906047,Recovered Vehicle
1,180914062,Malicious Mischief
1,186294957,Larceny Theft
1,180927883,Larceny Theft
1,180937406,Assault
2,180956127,Larceny Theft
1,186297713,Larceny Theft
1,186292274,Larceny Theft
1,180971379,Larceny Theft
2,180921089,Missing Person
2,180925536,Larceny Theft
1,180930397,Burglary
1,186289265,Larceny Theft
1,180942728,Other Miscellaneous
1,186302419,Larceny Theft
1,180983142,Larceny Theft
1,186291555,Lost Property
1,180911375,Weapons Offense
1,180937503,Motor Vehicle Theft
1,180922708,Larceny Theft
1,186284077,Larceny Theft
1,180913757,Assault
2,180958098,Other Miscellaneous
1,180934173,Larceny Theft
1,180920871,Malicious Mischief
1,180946510,Assault
1,180958537,Non-Criminal
1,196010721,Larceny Theft
1,180945459,Larceny Theft
1,190001483,Motor Vehicle Theft
1,180912511,Larceny Theft
1,180966643,Burglary
1,186300651,Larceny Theft
1,180968097,Larceny Theft
1,180979646,Assault
1,180933755,Other Miscellaneous
1,180940211,Larceny Theft
1,186299399,Larceny Theft
1,186279749,Lost Property
1,186280633,Larceny Theft
1,180915662,Fraud
1,180951036,Motor Vehicle Theft
1,180907716,Motor Vehicle Theft
1,180984463,Burglary
1,180933404,Motor Vehicle Theft
1,180957993,Assault
1,186288784,Larceny Theft
1,186294769,Malicious Mischief
1,180969261,Other Miscellaneous
2,180888592,Non-Criminal
1,180935892,Larceny Theft
1,180979787,Offences Against The Family And Children
1,180940807,Assault
1,180932672,Non-Criminal
1,186277458,Larceny Theft
1,180955743,Offences Against The Family And Children
1,180952410,Larceny Theft
1,190089257,Assault
1,180965792,Larceny Theft
1,180971448,Larceny Theft
1,186292064,Malicious Mischief
1,180908134,Other Miscellaneous
1,186294383,Larceny Theft
1,180940506,Larceny Theft
1,180980126,Larceny Theft
1,180982893,Assault
1,180978115,Assault
1,180935529,Lost Property
1,196002574,Lost Property
1,180929475,Larceny Theft
1,180979903,Larceny Theft
1,180913406,Traffic Violation Arrest
1,186294101,Lost Property
1,180926045,Non-Criminal
1,180973610,Case Closure
2,180923386,Missing Person
1,180932597,Burglary
1,180921512,Robbery
1,180947803,Recovered Vehicle
1,186299979,Larceny Theft
1,190006320,Larceny Theft
1,180935557,Malicious Mischief
1,180973648,Other Miscellaneous
1,186296618,Malicious Mischief
1,196001203,Lost Property
1,180920627,Malicious Mischief
1,186283950,Malicious Mischief
1,180985239,Larceny Theft
1,186277204,Malicious Mischief
1,180971818,Assault
1,186297359,Larceny Theft
1,180966875,Larceny Theft
1,180933545,Assault
1,180928853,Larceny Theft
1,196000302,Larceny Theft
2,180985433,Larceny Theft
1,186301239,Larceny Theft
1,180949417,Suspicious Occ
1,186292989,Larceny Theft
1,180968605,Non-Criminal
1,180934678,Assault
1,180962378,Drug Offense
1,180931492,Larceny Theft
1,180940960,Non-Criminal
1,180954842,Disorderly Conduct
1,180967180,Assault
2,180907976,Fraud
1,180916933,Other
1,186286885,Larceny Theft
1,180942013,Larceny Theft
1,180977781,Traffic Violation Arrest
1,186279880,Lost Property
1,180967425,Larceny Theft
1,180864796,Recovered Vehicle
1,180958587,Non-Criminal
1,180948419,Assault
1,180918359,Fraud
1,180954159,Burglary
1,180880554,Recovered Vehicle
1,180911585,Other Offenses
1,180954262,Malicious Mischief
1,186293733,Larceny Theft
1,180974072,Assault
1,186288546,Lost Property
1,186282952,Larceny Theft
1,180975860,Assault
1,180977537,Robbery
1,190002049,Motor Vehicle Theft
1,180921932,Burglary
1,186285019,Larceny Theft
1,180978319,Other Miscellaneous
1,180971874,Juvenile Offenses
1,186289691,Larceny Theft
1,186295604,Larceny Theft
1,180914313,Motor Vehicle Theft
1,180907948,Recovered Vehicle
1,180953800,Larceny Theft
2,180945465,Missing Person
1,180936367,Larceny Theft
1,186289146,Larceny Theft
1,196000750,Larceny Theft
2,180936254,Other Offenses
1,186302099,Larceny Theft
1,180939333,Larceny Theft
1,186295983,Larceny Theft
1,180969164,Burglary
1,180924011,Warrant
1,180910214,Traffic Violation Arrest
1,180916585,Juvenile Offenses
1,180887817,Robbery
2,180902346,Warrant
1,180951111,Non-Criminal
1,180968213,Non-Criminal
1,180923273,Larceny Theft
1,180937923,Robbery
1,180909643,Larceny Theft
1,186289635,Larceny Theft
1,180967243,Assault
2,190009562,Fraud
1,180936680,Larceny Theft
1,180926318,Larceny Theft
1,180967942,Larceny Theft
2,180974072,Malicious Mischief
1,190002572,Motor Vehicle Theft
1,196005603,Lost Property
1,180982592,Disorderly Conduct
1,180932315,Warrant
1,180941021,Other
1,180948011,Fraud
1,180924215,Fraud
1,180925122,Vandalism
1,180936787,Assault
1,180962362,Disorderly Conduct
1,186280285,Larceny Theft
1,180933965,Larceny Theft
1,180948566,Motor Vehicle Theft
1,180978381,Larceny Theft
1,186286738,Larceny Theft
1,180960742,Non-Criminal
1,180933197,Burglary
1,180974163,Fraud
1,180951882,Stolen Property
1,180913393,Lost Property
1,190018773,Suspicious Occ
2,180963871,Warrant
1,180948306,Recovered Vehicle
1,180965059,Motor Vehicle Theft
1,190035965,Larceny Theft
1,180982677,Assault
1,180937177,Other Miscellaneous
1,190061415,Larceny Theft
1,186301217,Larceny Theft
1,180938824,Non-Criminal
1,186301041,Larceny Theft
2,180926722,Non-Criminal
1,180917458,Motor Vehicle Theft
1,186298244,Larceny Theft
1,180927247,Motor Vehicle Theft
1,180963592,Assault
1,180916444,Malicious Mischief
2,180942160,Assault
1,180962710,Other Miscellaneous
1,190009493,Larceny Theft
1,186287372,Larceny Theft
1,180978751,Assault
1,180953349,Warrant
1,186296157,Larceny Theft
1,186299684,Malicious Mischief
2,180954347,Offences Against The Family And Children
1,180971573,Non-Criminal
1,180912414,Larceny Theft
1,180929312,Drug Offense
1,180957391,Non-Criminal
1,180933119,Warrant
1,180949207,Larceny Theft
1,180928825,Larceny Theft
1,180971363,Larceny Theft
1,180982655,Larceny Theft
1,180920796,Warrant
2,180932155,Drug Offense
1,180928427,Assault
1,180953628,Malicious Mischief
1,180981425,Fraud
1,186291878,Larceny Theft
1,180930983,Other Miscellaneous
1,196007132,Larceny Theft
1,180934587,Assault
1,180922758,Non-Criminal
1,180939151,Recovered Vehicle
1,180982326,Lost Property
1,186293012,Larceny Theft
1,180920263,Other Miscellaneous
1,180869746,Recovered Vehicle
2,180938573,Disorderly Conduct
1,180973375,Other Miscellaneous
2,180930319,Burglary
1,180980530,Disorderly Conduct
1,180980198,Burglary
1,196000619,Larceny Theft
1,190021839,Motor Vehicle Theft
1,180954096,Motor Vehicle Theft
1,180888592,Other Miscellaneous
1,186298727,Larceny Theft
1,180937876,Non-Criminal
1,180925542,Robbery
1,186285956,Larceny Theft
1,180946156,Larceny Theft
1,180361924,Warrant
1,180982053,Assault
2,180928273,Missing Person
1,180845019,Burglary
1,180957028,Missing Person
1,186302259,Larceny Theft
1,180927996,Fraud
1,180916535,Suspicious Occ
1,180978999,Traffic Violation Arrest
1,190077951,Motor Vehicle Theft
1,186279620,Non-Criminal
1,180971482,Non-Criminal
1,180977452,Larceny Theft
1,180922736,Non-Criminal
1,180937644,Non-Criminal
1,180965087,Malicious Mischief
1,180962469,Missing Person
1,180914799,Stolen Property
1,180961596,Suspicious Occ
1,180917969,Larceny Theft
1,196001645,Larceny Theft
1,186282429,Larceny Theft
1,180940409,Assault
1,186298589,Larceny Theft
1,180940374,Recovered Vehicle
1,180963401,Other Miscellaneous
1,180980007,Assault
1,190008360,Burglary
1,180965786,Suspicious Occ
1,180944360,Malicious Mischief
1,180979890,Malicious Mischief
1,180911369,Other Miscellaneous
2,180957824,Larceny Theft
1,186290331,Larceny Theft
1,180941849,Assault
2,180937600,Burglary
1,180980580,Larceny Theft
1,186291599,Malicious Mischief
1,180968912,Larceny Theft
1,180983487,Warrant
1,180953662,Non-Criminal
2,180959397,Other Miscellaneous
1,180922162,Motor Vehicle Theft
1,180946219,Larceny Theft
1,180943691,Burglary
2,180958355,Malicious Mischief
1,186288370,Lost Property
1,180872062,Recovered Vehicle
1,180916767,Assault
1,180954278,Disorderly Conduct
1,180851345,Robbery
1,180924942,Assault
1,186289873,Larceny Theft
1,180975569,Assault
1,186283154,Larceny Theft
1,180942784,Offences Against The Family And Children
1,180922021,Malicious Mischief
1,186286443,Larceny Theft
1,180982019,Larceny Theft
1,190006687,Courtesy Report
2,186295234,Larceny Theft
1,180872175,Recovered Vehicle
1,180902346,Stolen Property
1,180956939,Other Miscellaneous
1,186301687,Larceny Theft
1,190033367,Larceny Theft
1,180968213,Other Miscellaneous
1,180944451,Civil Sidewalks
1,180962817,Assault
1,186293090,Larceny Theft
1,180978977,Non-Criminal
1,180971896,Larceny Theft
2,190006778,Larceny Theft
1,186281766,Larceny Theft
2,180957636,Motor Vehicle Theft
1,180917107,Drug Offense
1,186291339,Larceny Theft
1,180968150,Other Miscellaneous
1,180925489,Burglary
1,180940136,Larceny Theft
1,180973870,Malicious Mischief
1,186290563,Lost Property
1,189005799,Traffic Violation Arrest
2,180918575,Larceny Theft
1,180949514,Assault
1,180973212,Motor Vehicle Theft
1,186294474,Larceny Theft
1,180931141,Larceny Theft
1,180962215,Burglary
1,180910769,Assault
1,186298385,Larceny Theft
1,180927764,Drug Offense
1,180947392,Recovered Vehicle
2,180956296,Robbery
1,196011569,Malicious Mischief
1,186292876,Larceny Theft
1,180911632,Robbery
1,180930074,Larceny Theft
1,186301029,Larceny Theft
1,180910098,Larceny Theft
1,180910913,Robbery
1,180944586,Motor Vehicle Theft
1,180953258,Lost Property
1,180972242,Non-Criminal
1,180976818,Non-Criminal
1,180933686,Malicious Mischief
1,196010458,Larceny Theft
1,180912840,Larceny Theft
1,186299769,Larceny Theft
1,180897913,Recovered Vehicle
2,180970365,Offences Against The Family And Children
1,180928900,Robbery
1,180951729,Larceny Theft
1,180930115,Suspicious Occ
1,196001435,Larceny Theft
1,186277618,Larceny Theft
1,180945114,Offences Against The Family And Children
1,180961041,Larceny Theft
1,186288693,Larceny Theft
1,180977076,Non-Criminal
1,180956014,Prostitution
1,180942314,Warrant
1,180958311,Burglary
1,190000071,Non-Criminal
1,180944310,Assault
1,186295739,Larceny Theft
1,180946106,Larceny Theft
1,180970490,Burglary
1,180954303,Motor Vehicle Theft
1,186290303,Larceny Theft
1,196003867,Lost Property
1,190060423,Burglary
1,180944075,Larceny Theft
1,180977725,Lost Property
1,180926841,Other Miscellaneous
1,180952216,Stolen Property
2,180973046,Other Miscellaneous
1,186286534,Larceny Theft
1,186300510,Larceny Theft
2,180969487,Disorderly Conduct
1,196014999,Larceny Theft
1,186280774,Larceny Theft
2,180937105,Other Miscellaneous
1,180973808,Motor Vehicle Theft
1,180973698,Other Miscellaneous
1,180972264,Miscellaneous Investigation
1,180916955,Other Miscellaneous
1,180966267,Robbery
1,180977612,Larceny Theft
1,180924027,Larceny Theft
1,180938153,Miscellaneous Investigation
1,180938078,Larceny Theft
1,180940885,Assault
1,180913779,Larceny Theft
1,180906213,Robbery
2,180978143,Motor Vehicle Theft
1,186289657,Malicious Mischief
1,186290745,Larceny Theft
1,180974442,Larceny Theft
1,180912301,Recovered Vehicle
1,180947875,Recovered Vehicle
1,180934628,Assault
1,180926744,Larceny Theft
1,180946598,Larceny Theft
1,186294816,Larceny Theft
1,196000352,Larceny Theft
1,180964089,Warrant
2,180974759,Larceny Theft
1,180921835,Robbery
1,180941128,Recovered Vehicle
1,180981942,Motor Vehicle Theft
1,180973143,Lost Property
1,186284566,Larceny Theft
3,186297763,Larceny Theft
2,180946203,Fraud
2,180979696,Drug Offense
1,180944100,Disorderly Conduct
2,180972797,Drug Offense
1,180975569,Non-Criminal
1,190055026,Larceny Theft
1,186297644,Larceny Theft
1,196000045,Larceny Theft
1,196001974,Larceny Theft
1,180927344,Traffic Collision
1,186283530,Larceny Theft
2,190000457,Missing Person
1,180919454,Burglary
1,180910048,Traffic Violation Arrest
1,186300861,Larceny Theft
1,180955840,Burglary
1,180940857,Burglary
1,180936351,Motor Vehicle Theft
1,180956860,Fraud
1,180974806,Warrant
1,180985091,Burglary
1,180967481,Larceny Theft
1,180973002,Vandalism
1,180907562,Traffic Violation Arrest
1,180937973,Burglary
1,180955715,Larceny Theft
1,186301778,Larceny Theft
1,180924011,Traffic Violation Arrest
1,180952432,Larceny Theft
1,186292575,Larceny Theft
1,170824396,Warrant
1,180961803,Burglary
2,186298482,Larceny Theft
1,180934678,Other Miscellaneous
1,180972963,Assault
1,180960786,Warrant
1,180940982,Larceny Theft
1,180965087,Other Miscellaneous
1,180984532,Traffic Violation Arrest
1,180985273,Non-Criminal
2,180914777,Larceny Theft
1,180940697,Assault
1,186296925,Larceny Theft
1,186297127,Larceny Theft
1,180928784,Assault
1,186296840,Malicious Mischief
2,180941736,Non-Criminal
1,196003453,Larceny Theft
1,180972242,Assault
1,180943447,Motor Vehicle Theft
1,180969590,Fraud
1,180924384,Malicious Mischief
1,180965322,Larceny Theft
1,180984429,Larceny Theft
1,180946695,Burglary
1,180956020,Malicious Mischief
1,180943936,Motor Vehicle Theft
1,180973626,Lost Property
1,180922203,Weapons Offense
1,190015569,Burglary
1,180931317,Malicious Mischief
3,180945653,Offences Against The Family And Children
1,186280257,Larceny Theft
1,186294151,Lost Property
1,180912884,Larceny Theft
1,180942370,Larceny Theft
1,180935325,Non-Criminal
1,180931919,Arson
1,180960902,Robbery
1,180924259,Malicious Mischief
1,186301671,Larceny Theft
1,180932440,Larceny Theft
1,180962754,Motor Vehicle Theft
1,180936981,Fraud
1,180936618,Other Miscellaneous
1,180927855,Assault
1,180972082,Other Miscellaneous
1,180980756,Robbery
1,186301524,Larceny Theft
1,180928289,Assault
1,186287720,Larceny Theft
1,190006819,Courtesy Report
2,180984275,Burglary
1,180978319,Malicious Mischief
2,186278741,Larceny Theft
2,180968843,Warrant
1,180918462,Assault
1,180919103,Offences Against The Family And Children
1,180978864,Recovered Vehicle
1,190004590,Assault
1,180910822,Arson
1,180972725,Other Miscellaneous
1,180915333,Assault
1,180936787,Other Miscellaneous
1,180953509,Larceny Theft
1,180939935,Other Miscellaneous
1,180927504,Vandalism
1,180944031,Forgery And Counterfeiting
1,180949821,Larceny Theft
2,186299838,Larceny Theft
1,180958606,Assault
1,190033828,Fraud
1,180984043,Motor Vehicle Theft
1,180934606,Non-Criminal
1,186290751,Larceny Theft
1,180925718,Recovered Vehicle
1,180929419,Other Miscellaneous
1,180971777,Motor Vehicle Theft
