Incident ID,Incident Number,Incident Category
1,186299935,Larceny Theft
1,180954319,Warrant
1,180962908,Lost Property
1,180979793,Fraud
1,180942712,Robbery
1,180974709,Lost Property
2,180949978,Larceny Theft
1,186298404,Lost Property
1,180918105,Assault
1,180975092,Fraud
1,180911535,Suspicious Occ
1,180969211,Warrant
1,196002518,Larceny Theft
1,180913252,Malicious Mischief
1,190092012,Malicious Mischief
1,180930610,Offences Against The Family And Children
1,186297183,Malicious Mischief
1,180904079,Other Miscellaneous
1,180908281,Other Miscellaneous
1,186290228,Larceny Theft
2,180976692,Missing Person
1,180915678,Motor Vehicle Theft
1,180936486,Warrant
2,186281813,Larceny Theft
1,180962312,Vandalism
1,180924851,Other Miscellaneous
1,180949558,Larceny Theft
1,180967312,Larceny Theft
1,186298880,Larceny Theft
1,180909013,Suspicious Occ
1,180964443,Suspicious Occ
1,180897678,Robbery
1,180924481,Larceny Theft
1,180955709,Warrant
1,180916610,Suspicious Occ
1,186301370,Larceny Theft
1,180966621,Stolen Property
3,180933636,Drug Offense
1,180984190,Malicious Mischief
2,186288502,Larceny Theft
1,186290507,Lost Property
1,186295682,Lost Property
1,180933608,Malicious Mischief
1,180970666,Motor Vehicle Theft
1,180979298,Assault
1,180928091,Assault
1,180921681,Larceny Theft
1,186283126,Lost Property
1,180942461,Assault
1,186297440,Larceny Theft
1,180944570,Fraud
1,180951575,Stolen Property
2,180971238,Other Miscellaneous
1,180936715,Other Miscellaneous
1,180962798,Lost Property
1,180908770,Other Miscellaneous
1,180927924,Larceny Theft
1,186287714,Larceny Theft
1,170883803,Other Offenses
1,180944683,Larceny Theft
1,170361586,Warrant
1,196005835,Larceny Theft
1,186293664,Larceny Theft
1,180948685,Assault
1,180925633,Larceny Theft
1,180957056,Assault
1,180954739,Fire Report
1,180954870,Larceny Theft
1,186300855,Lost Property
1,186301972,Larceny Theft
1,180939929,Robbery
1,180950618,Non-Criminal
1,180929237,Malicious Mischief
1,180916278,Burglary
1,186294866,Larceny Theft
1,180957846,Malicious Mischief
1,180960009,Motor Vehicle Theft
1,180939418,Warrant
1,180978080,Malicious Mischief
1,186283665,Larceny Theft
1,180980035,Non-Criminal
1,180937989,Other Miscellaneous
1,180944304,Lost Property
2,180949611,Fraud
1,180939612,Larceny Theft
1,180939515,Traffic Violation Arrest
1,180963423,Robbery
2,180975484,Assault
1,180936737,Other Miscellaneous
1,180948516,Other Miscellaneous
1,180958076,Motor Vehicle Theft
1,180936000,Non-Criminal
1,180939060,Motor Vehicle Theft
1,180983368,Non-Criminal
1,186282532,Lost Property
1,186286512,Larceny Theft
1,180980853,Malicious Mischief
1,180974044,Other Miscellaneous
1,180972402,Assault
1,180980013,Other Miscellaneous
2,180943152,Assault
1,180980740,Fraud
1,180940421,Larceny Theft
1,180919799,Suspicious Occ
1,180970898,Traffic Collision
1,180936561,Non-Criminal
1,180965918,Non-Criminal
1,180947847,Other Miscellaneous
1,196001225,Larceny Theft
1,180956995,Larceny Theft
1,180983277,Non-Criminal
1,180979339,Fire Report
1,186286700,Larceny Theft
1,180934151,Non-Criminal
1,186292729,Larceny Theft
3,190012220,Missing Person
1,180910612,Non-Criminal
1,180965582,Assault
1,180939979,Assault
1,180949724,Burglary
1,186287758,Larceny Theft
1,180951440,Robbery
1,180907045,Motor Vehicle Theft
1,180924691,Other Miscellaneous
1,180962635,Burglary
1,180906780,Offences Against The Family And Children
1,180982144,Offences Against The Family And Children
1,180919943,Other Miscellaneous
1,180930814,Non-Criminal
1,186289594,Larceny Theft
1,180919567,Suspicious Occ
1,180926738,Assault
1,180959284,Larceny Theft
1,180926788,Larceny Theft
1,190006790,Lost Property
1,186292707,Larceny Theft
1,180984300,Lost Property
1,180910236,Larceny Theft
1,186277561,Larceny Theft
1,180958082,Vandalism
1,180940766,Non-Criminal
1,180942433,Larceny Theft
1,196000982,Larceny Theft
1,180937440,Malicious Mischief
1,186294800,Larceny Theft
3,180937064,Traffic Violation Arrest
1,180940675,Other Miscellaneous
1,180962005,Burglary
1,180983233,Other Miscellaneous
1,186285978,Lost Property
1,180955668,Suspicious Occ
1,180909132,Burglary
2,180967873,Warrant
1,180972101,Assault
1,180979931,Forgery And Counterfeiting
2,186289384,Larceny Theft
1,180978585,Other Miscellaneous
1,180932876,Assault
1,180982451,Assault
1,180957175,Sex Offense
1,180979141,Warrant
1,186290701,Larceny Theft
1,180980477,Drug Offense
1,186279818,Larceny Theft
1,180969738,Larceny Theft
1,180961013,Offences Against The Family And Children
1,180966784,Motor Vehicle Theft
1,186290682,Larceny Theft
1,180923013,Larceny Theft
1,180972151,Larceny Theft
2,180982821,Other Miscellaneous
2,180956133,Offences Against The Family And Children
1,186298733,Larceny Theft
1,180956688,Fraud
1,186292622,Larceny Theft
1,180959193,Larceny Theft
1,180944100,Offences Against The Family And Children
1,180944398,Disorderly Conduct
2,180948334,Burglary
1,180959870,Larceny Theft
1,180925699,Fraud
1,180959096,Other Miscellaneous
2,180978278,Larceny Theft
1,180980386,Other Miscellaneous
1,180985198,Other Miscellaneous
1,180957028,Warrant
1,180916507,Malicious Mischief
1,190000015,Assault
1,186301530,Larceny Theft
1,180956826,Malicious Mischief
2,186283524,Larceny Theft
1,180965388,Assault
1,180941247,Assault
1,180969108,Drug Offense
1,186290698,Lost Property
1,180968047,Non-Criminal
1,186277226,Lost Property
2,180923239,Warrant
1,180918973,Larceny Theft
1,180944906,Traffic Violation Arrest
1,180954507,Non-Criminal
1,180969631,Malicious Mischief
1,180912696,Larceny Theft
1,180916836,Burglary
1,186293181,Larceny Theft
1,180979044,Larceny Theft
2,180933705,Other Miscellaneous
1,186297105,Larceny Theft
1,186280354,Lost Property
1,180958258,Larceny Theft
1,196014331,Larceny Theft
1,180962237,Warrant
2,180925031,Robbery
1,180962447,Non-Criminal
1,186295773,Lost Property
1,196004865,Larceny Theft
1,180910377,Lost Property
1,186290557,Larceny Theft
1,180976664,Burglary
1,180904079,Non-Criminal
1,186287576,Lost Property
1,186287112,Malicious Mischief
1,180960918,Larceny Theft
2,180980029,Other Miscellaneous
1,180971175,Malicious Mischief
1,180936511,Assault
2,180951519,Fraud
1,186288568,Larceny Theft
1,180969948,Recovered Vehicle
1,180984883,Larceny Theft
1,180949956,Missing Person
1,180958286,Larceny Theft
1,180929839,Larceny Theft
1,180984281,Non-Criminal
1,180964829,Non-Criminal
1,186295024,Larceny Theft
1,180922231,Burglary
1,180943908,Fraud
1,180980574,Fraud
1,180945233,Recovered Vehicle
1,180943964,Suspicious Occ
1,180918155,Larceny Theft
1,186285928,Larceny Theft
2,180971119,Drug Offense
1,186299747,Larceny Theft
1,180940158,Assault
1,180937343,Larceny Theft
1,186287974,Larceny Theft
1,180957056,Non-Criminal
1,186297224,Larceny Theft
1,186278337,Larceny Theft
1,186292462,Larceny Theft
1,186298169,Larceny Theft
1,180844970,Burglary
1,190101629,Larceny Theft
1,180945415,Assault
1,180948685,Non-Criminal
1,186279608,Larceny Theft
1,186299571,Larceny Theft
1,180944821,Malicious Mischief
2,180934264,Larceny Theft
1,180937478,Larceny Theft
1,180942897,Other Offenses
1,180912903,Non-Criminal
1,180927758,Larceny Theft
1,180920451,Weapons Offense
1,180978949,Larceny Theft
1,186283295,Lost Property
1,180979276,Motor Vehicle Theft
1,180927366,Other Miscellaneous
1,190020370,Motor Vehicle Theft
1,180931624,Larceny Theft
1,186289942,Larceny Theft
1,180976404,Non-Criminal
1,180954375,Larceny Theft
1,180969998,Larceny Theft
1,180939430,Miscellaneous Investigation
1,186296276,Larceny Theft
1,180982439,Traffic Collision
1,180942831,Other Offenses
1,180908786,Malicious Mischief
2,180925229,Burglary
1,196017335,Larceny Theft
1,180985358,Malicious Mischief
1,180958026,Warrant
1,180977305,Other Miscellaneous
1,180912981,Larceny Theft
1,180974715,Warrant
1,180980671,Burglary
1,180911121,Warrant
1,186287407,Larceny Theft
1,180940302,Drug Offense
1,180932581,Recovered Vehicle
1,180937694,Suspicious Occ
1,186281744,Lost Property
1,180954331,Larceny Theft
1,180922219,Weapons Carrying Etc
1,186299361,Malicious Mischief
1,180911159,Larceny Theft
2,180951387,Larceny Theft
1,180979737,Robbery
1,186292735,Larceny Theft
1,180909950,Civil Sidewalks
1,180925809,Larceny Theft
1,180948851,Larceny Theft
2,180907421,Missing Person
1,180947455,Malicious Mischief
1,180907330,Non-Criminal
3,180910816,Assault
1,180938993,Missing Person
1,180920097,Non-Criminal
1,180948817,Larceny Theft
1,180817563,Robbery
1,180917721,Larceny Theft
1,180967061,Forgery And Counterfeiting
1,180943118,Non-Criminal
1,186289306,Larceny Theft
1,180911381,Motor Vehicle Theft
1,180912408,Weapons Carrying Etc
1,180975337,Larceny Theft
1,186300219,Larceny Theft
1,190006411,Forgery And Counterfeiting
1,180957761,Larceny Theft
1,180978842,Malicious Mischief
1,180913202,Malicious Mischief
1,180930068,Other Miscellaneous
1,190006273,Larceny Theft
1,180965861,Drug Offense
1,180931997,Larceny Theft
1,180945045,Larceny Theft
1,186296652,Malicious Mischief
1,180983255,Other Miscellaneous
1,180982279,Larceny Theft
1,180953054,Suspicious
1,180950210,Traffic Violation Arrest
1,186289124,Larceny Theft
1,180955038,Fraud
1,180961530,Weapons Offense
2,186294593,Larceny Theft
1,180984093,Robbery
2,180962265,Drug Offense
1,186282009,Larceny Theft
1,180941203,Recovered Vehicle
1,180931737,Motor Vehicle Theft
1,186291179,Larceny Theft
2,180920843,Suspicious Occ
1,186299731,Larceny Theft
1,186285702,Larceny Theft
1,180978096,Motor Vehicle Theft
1,180974931,Embezzlement
1,186294082,Larceny Theft
1,186288148,Malicious Mischief
1,180923126,Non-Criminal
1,180930240,Disorderly Conduct
2,186296486,Larceny Theft
1,180958474,Non-Criminal
1,180955298,Larceny Theft
1,180975860,Family Offense
1,180926675,Malicious Mischief
1,180965946,Assault
1,180946366,Other Miscellaneous
1,180925122,Stolen Property
1,180920326,Other Miscellaneous
1,186295212,Larceny Theft
1,196009859,Larceny Theft
1,180949398,Non-Criminal
1,170083627,Warrant
1,180946764,Vandalism
1,180102966,Warrant
1,180904079,Assault
1,180919501,Other Offenses
1,180929237,Other Miscellaneous
1,180916626,Larceny Theft
2,190003774,Sex Offense
1,180948328,Larceny Theft
1,186299543,Larceny Theft
1,180945619,Drug Offense
1,186286631,Larceny Theft
1,186280019,Larceny Theft
1,180960833,Larceny Theft
1,180974191,Larceny Theft
1,180979981,Larceny Theft
1,180938965,Assault
1,186287996,Larceny Theft
1,180942687,Larceny Theft
1,180954789,Non-Criminal
1,180938222,Fraud
1,196003522,Larceny Theft
1,180959212,Larceny Theft
1,196004081,Larceny Theft
1,180928449,Suspicious
1,180907073,Non-Criminal
1,180941247,Non-Criminal
1,180926910,Non-Criminal
1,186282673,Larceny Theft
1,180907625,Larceny Theft
1,180810802,Recovered Vehicle
1,180962011,Burglary
1,186278785,Larceny Theft
1,180939703,Lost Property
1,186299515,Larceny Theft
1,180924920,Fraud
1,180940584,Larceny Theft
1,190006819,Fraud
1,186302497,Malicious Mischief
1,180964324,Larceny Theft
1,180908463,Offences Against The Family And Children
1,186292127,Larceny Theft
1,180945675,Robbery
1,186289801,Larceny Theft
1,180908770,Assault
1,180927366,Non-Criminal
1,180948970,Lost Property
1,186279153,Larceny Theft
1,180940744,Suspicious Occ
1,180954961,Assault
1,180973109,Assault
1,180933909,Juvenile Offenses
1,180911870,Other
1,180949116,Robbery
1,180959068,Motor Vehicle Theft
1,180974652,Robbery
1,180904079,Malicious Mischief
1,180963188,Warrant
1,180929102,Malicious Mischief
1,186289243,Larceny Theft
1,180974232,Disorderly Conduct
1,180970371,Traffic Violation Arrest
1,186289704,Larceny Theft
1,180907277,Weapons Carrying Etc
1,180919426,Assault
1,186302027,Larceny Theft
1,180906586,Malicious Mischief
2,186283314,Larceny Theft
1,180838531,Other Miscellaneous
1,180931533,Offences Against The Family And Children
1,180909308,Warrant
1,180949564,Missing Person
2,186298824,Larceny Theft
1,180937989,Assault
1,180961148,Larceny Theft
1,180916030,Fraud
1,180919545,Other Miscellaneous
1,180926205,Assault
1,186299656,Larceny Theft
1,180948516,Assault
2,180918218,Drug Offense
1,180929572,Malicious Mischief
1,180932036,Warrant
1,186283405,Lost Property
1,180962663,Disorderly Conduct
1,180927770,Larceny Theft
1,180908877,Assault
1,180923370,Miscellaneous Investigation
1,180969857,Larceny Theft
1,180985483,Other Miscellaneous
1,190022235,Fraud
1,186294361,Larceny Theft
1,180982677,Family Offense
1,196000590,Larceny Theft
1,180943362,Larceny Theft
1,180945697,Non-Criminal
1,186300617,Larceny Theft
2,180937183,Drug Offense
1,180934123,Burglary
2,180974903,Motor Vehicle Theft
1,180914131,Non-Criminal
1,180932268,Assault
1,180940170,Assault
1,180981469,Non-Criminal
1,180908833,Suspicious Occ
1,180929130,Non-Criminal
1,180938175,Larceny Theft
1,180967453,Larceny Theft
3,180943221,Drug Offense
1,186277492,Larceny Theft
1,180931129,Larceny Theft
1,180940766,Malicious Mischief
1,186287190,Larceny Theft
1,180911610,Offences Against The Family And Children
1,186291624,Lost Property
2,180260031,Warrant
1,180967550,Larceny Theft
1,180976802,Motor Vehicle Theft
1,186296709,Larceny Theft
1,180982564,Drug Offense
1,189005971,Courtesy Report
1,180975274,Other Miscellaneous
1,180933175,Non-Criminal
1,186302635,Larceny Theft
1,180933692,Missing Person
1,186300322,Larceny Theft
1,180985358,Assault
1,186284817,Larceny Theft
1,180928922,Robbery
1,180941805,Other
1,180939662,Other Miscellaneous
1,180918503,Assault
1,180931890,Missing Person
1,180915173,Non-Criminal
1,180972101,Other Miscellaneous
1,180942950,Larceny Theft
2,180927441,Larceny Theft
1,180947819,Suspicious Occ
1,180928386,Other Miscellaneous
1,196011810,Larceny Theft
1,180976852,Larceny Theft
1,186298200,Malicious Mischief
1,180968887,Warrant
1,180920906,Recovered Vehicle
1,180929629,Motor Vehicle Theft
1,190008423,Larceny Theft
1,180951804,Recovered Vehicle
1,180970199,Non-Criminal
1,180969669,Non-Criminal
1,180974721,Larceny Theft
1,180923687,Larceny Theft
1,180943209,Motor Vehicle Theft
1,186294612,Larceny Theft
1,180933824,Recovered Vehicle
1,186290369,Lost Property
1,186294452,Larceny Theft
1,180921506,Larceny Theft
1,196006344,Larceny Theft
2,180927902,Missing Person
1,189005711,Larceny Theft
1,180930961,Missing Person
1,180955696,Larceny Theft
1,186286619,Larceny Theft
1,180980386,Assault
1,180973325,Larceny Theft
1,180952909,Non-Criminal
1,180961734,Miscellaneous Investigation
1,180921330,Courtesy Report
2,180924146,Suspicious Occ
1,180977220,Robbery
1,180963990,Suspicious Occ
1,190000087,Larceny Theft
1,180950997,Larceny Theft
1,180927952,Weapons Carrying Etc
1,180974975,Motor Vehicle Theft
1,180984510,Missing Person
1,180969374,Drug Offense
2,180969788,Warrant
1,180927786,Larceny Theft
1,180939010,Lost Property
1,170192319,Warrant
1,180955254,Recovered Vehicle
1,180969562,Assault
1,180985201,Other Miscellaneous
1,180920326,Non-Criminal
1,180946792,Malicious Mischief
1,180909035,Assault
2,180944821,Assault
1,180929124,Traffic Violation Arrest
1,186280467,Larceny Theft
1,180922219,Stolen Property
1,190002146,Burglary
1,180954472,Larceny Theft
1,180965225,Larceny Theft
1,196006758,Larceny Theft
1,186284607,Larceny Theft
1,186299678,Malicious Mischief
1,180847394,Assault
1,180942615,Assault
1,180926249,Non-Criminal
1,190018212,Motor Vehicle Theft
1,180925310,Traffic Violation Arrest
1,180943629,Other Miscellaneous
1,180914103,Suspicious Occ
1,186281534,Larceny Theft
1,186301308,Larceny Theft
1,189005802,Other Miscellaneous
1,180929679,Assault
1,180956183,Lost Property
1,186298329,Larceny Theft
1,186292741,Larceny Theft
1,180470042,Drug Offense
1,186302174,Larceny Theft
1,186283013,Larceny Theft
2,186293169,Larceny Theft
1,180910258,Motor Vehicle Theft
1,180929146,Other Miscellaneous
1,180906683,Non-Criminal
1,180968683,Non-Criminal
1,186301126,Larceny Theft
1,180977195,Larceny Theft
1,180938909,Lost Property
1,180929419,Other Offenses
1,186288035,Larceny Theft
1,190037397,Missing Person
1,180949928,Malicious Mischief
1,180931389,Non-Criminal
1,160795014,Malicious Mischief
1,180929174,Motor Vehicle Theft
1,180952288,Robbery
1,180978905,Malicious Mischief
1,190011692,Larceny Theft
1,180984861,Robbery
1,180925382,Other Offenses
1,180958612,Disorderly Conduct
1,180978864,Motor Vehicle Theft
1,180984037,Non-Criminal
1,180979464,Malicious Mischief
1,190006790,Fraud
1,180917298,Lost Property
1,180925718,Motor Vehicle Theft
1,180937923,Offences Against The Family And Children
1,180943049,Larceny Theft
1,180948704,Larceny Theft
2,180952874,Suspicious Occ
1,186293959,Lost Property
1,180983170,Larceny Theft
1,190049160,Larceny Theft
1,180910559,Assault
1,180954353,Disorderly Conduct
1,180977690,Warrant
2,180911911,Fraud
1,180953173,Assault
1,180942295,Recovered Vehicle
1,180936395,Other Miscellaneous
1,196004718,Lost Property
1,180950931,Larceny Theft
1,180936044,Recovered Vehicle
1,180546869,Burglary
1,180933727,Larceny Theft
1,180920514,Suspicious Occ
1,180925075,Disorderly Conduct
1,186287861,Larceny Theft
1,180926465,Warrant
1,180956149,Offences Against The Family And Children
1,186292042,Lost Property
1,180929588,Non-Criminal
1,180977963,Larceny Theft
1,180979298,Weapons Offense
1,190003542,Missing Person
1,180964299,Warrant
1,160169657,Burglary
1,180914921,Non-Criminal
1,186282758,Larceny Theft
1,196000857,Larceny Theft
1,180930905,Non-Criminal
1,180974339,Burglary
1,186280796,Larceny Theft
1,180948635,Assault
1,180968934,Assault
1,180919517,Warrant
1,180949116,Disorderly Conduct
2,180955339,Larceny Theft
1,180942621,Assault
1,180967431,Larceny Theft
1,180968188,Larceny Theft
1,180923405,Malicious Mischief
1,186292973,Larceny Theft
1,171049030,Warrant
1,180928358,Other Miscellaneous
2,186281681,Larceny Theft
1,180960037,Motor Vehicle Theft
1,180980079,Larceny Theft
1,186288790,Fraud
1,186294731,Larceny Theft
1,180930745,Burglary
1,190001518,Burglary
1,190000093,Larceny Theft
1,186290030,Malicious Mischief
1,190036311,Lost Property
1,180967873,Larceny Theft
1,180983772,Burglary
1,180984833,Burglary
1,186297070,Larceny Theft
1,180982122,Larceny Theft
1,186290836,Larceny Theft
1,180912624,Larceny Theft
1,180921879,Disorderly Conduct
1,186288433,Larceny Theft
1,180932967,Suspicious Occ
1,186299662,Larceny Theft
1,180963586,Larceny Theft
1,180911789,Larceny Theft
2,180933448,Assault
1,186280536,Larceny Theft
1,180957272,Non-Criminal
1,180935466,Lost Property
1,180928063,Lost Property
1,180962403,Arson
1,186279545,Larceny Theft
1,180928198,Non-Criminal
1,180985392,Assault
1,190006251,Robbery
1,186285047,Larceny Theft
1,180952802,Other Miscellaneous
1,186291618,Lost Property
1,180984479,Non-Criminal
1,180920661,Drug Offense
1,186289936,Larceny Theft
1,180972010,Warrant
1,180961308,Robbery
1,180962475,Malicious Mischief
1,180930751,Drug Offense
1,180947546,Burglary
1,186286277,Larceny Theft
1,180913616,Robbery
1,180980706,Malicious Mischief
1,180961499,Other Miscellaneous
1,186286879,Larceny Theft
1,180966621,Larceny Theft
2,180981920,Burglary
1,186279335,Larceny Theft
1,186280188,Larceny Theft
1,180982962,Non-Criminal
1,180965190,Larceny Theft
3,180917248,Drug Offense
1,180921960,Motor Vehicle Theft
1,186285592,Larceny Theft
1,180962099,Larceny Theft
2,186297860,Larceny Theft
1,180943259,Motor Vehicle Theft
1,180952551,Stolen Property
1,180980938,Assault
1,180948130,Larceny Theft
1,183561169,Larceny Theft
1,186294719,Larceny Theft
1,190013751,Larceny Theft
1,180953844,Other Miscellaneous
1,180969904,Assault
1,180930626,Motor Vehicle Theft
1,126169495,Larceny Theft
1,180915957,Larceny Theft
1,189005501,Other Miscellaneous
3,180978739,Assault
1,180963865,Non-Criminal
1,180910640,Motor Vehicle Theft
2,186281540,Larceny Theft
1,180917345,Larceny Theft
1,180934593,Offences Against The Family And Children
1,180983073,Larceny Theft
1,180907772,Larceny Theft
1,180927714,Larceny Theft
1,186288897,Malicious Mischief
1,180968859,Other Miscellaneous
1,186295654,Larceny Theft
1,180949229,Malicious Mischief
1,180956434,Other Miscellaneous
1,186278569,Larceny Theft
1,196005073,Lost Property
1,186290046,Malicious Mischief
1,180915565,Forgery And Counterfeiting
1,180967447,Assault
1,180982536,Offences Against The Family And Children
1,180910935,Robbery
1,180919692,Warrant
1,180936599,Larceny Theft
1,180817563,Disorderly Conduct
1,186281415,Larceny Theft
1,196020695,Larceny Theft
1,180927463,Other Miscellaneous
1,180972935,Robbery
1,180915543,Motor Vehicle Theft
1,180943481,Burglary
1,180979680,Larceny Theft
1,180980502,Assault
1,186299123,Non-Criminal
1,190004493,Lost Property
1,180912301,Motor Vehicle Theft
1,180938288,Non-Criminal
1,180947041,Robbery
1,180947875,Motor Vehicle Theft
1,180937688,Larceny Theft
1,180967845,Larceny Theft
1,180908946,Larceny Theft
2,180945716,Malicious Mischief
1,180951575,Larceny Theft
1,190021083,Larceny Theft
1,180941128,Motor Vehicle Theft
1,180981942,Recovered Vehicle
1,180914090,Non-Criminal
1,186299101,Malicious Mischief
1,180959886,Suspicious Occ
1,151036013,Warrant
1,180918989,Larceny Theft
1,180955721,Other Miscellaneous
1,180972913,Assault
1,180964891,Fraud
1,186299424,Malicious Mischief
1,196003384,Larceny Theft
1,180964249,Larceny Theft
2,186297111,Larceny Theft
2,180947245,Larceny Theft
1,186284118,Larceny Theft
1,186292105,Lost Property
1,180977606,Robbery
1,190061415,Embezzlement
1,180962196,Warrant
1,180923148,Civil Sidewalks
1,186281879,Larceny Theft
1,180964299,Stolen Property
1,180937597,Non-Criminal
2,186282071,Larceny Theft
1,186298119,Larceny Theft
1,186288944,Larceny Theft
1,180962209,Other Miscellaneous
2,190034832,Burglary
1,180982718,Non-Criminal
1,186300435,Lost Property
1,186279482,Larceny Theft
1,180929306,Non-Criminal
1,180931834,Non-Criminal
2,180750101,Other Miscellaneous
1,196004649,Larceny Theft
1,180964205,Burglary
1,180980201,Larceny Theft
1,180897640,Weapons Carrying Etc
1,180968138,Larceny Theft
1,180983396,Larceny Theft
1,180946388,Larceny Theft
1,180930585,Warrant
1,180955389,Disorderly Conduct
1,180966994,Malicious Mischief
1,180983738,Robbery
1,180924782,Drug Offense
2,186284481,Larceny Theft
1,180422639,Other Miscellaneous
1,180925962,Disorderly Conduct
1,180954303,Recovered Vehicle
1,180962124,Larceny Theft
1,186294515,Malicious Mischief
1,180907863,Drug Offense
1,180922372,Other Miscellaneous
1,180958844,Larceny Theft
1,180958866,Larceny Theft
1,180951672,Larceny Theft
1,180925928,Fraud
1,180951547,Motor Vehicle Theft
1,180918020,Larceny Theft
1,180927582,Robbery
1,180910559,Malicious Mischief
1,186282902,Larceny Theft
1,186281584,Larceny Theft
1,180973096,Malicious Mischief
1,180910496,Assault
1,180926409,Malicious Mischief
1,180939941,Disorderly Conduct
1,186277129,Larceny Theft
1,180962754,Recovered Vehicle
1,180978579,Assault
1,180982956,Offences Against The Family And Children
1,180940415,Assault
1,180907857,Larceny Theft
1,180954400,Offences Against The Family And Children
2,180919711,Drug Offense
2,180961665,Other Miscellaneous
1,180953286,Larceny Theft
2,180971846,Missing Person
1,180937042,Traffic Violation Arrest
1,186281409,Larceny Theft
1,180940192,Other Miscellaneous
1,180929077,Assault
1,186295870,Lost Property
1,186289663,Larceny Theft
1,180942615,Malicious Mischief
3,180943356,Assault
1,186295717,Larceny Theft
1,186281120,Larceny Theft
1,180943419,Larceny Theft
1,180912408,Warrant
1,186287877,Larceny Theft
1,180957200,Non-Criminal
1,186283176,Lost Property
1,186279539,Larceny Theft
1,180926562,Assault
1,180935444,Other Miscellaneous
2,180137236,Warrant
1,180965651,Larceny Theft
1,180956547,Motor Vehicle Theft
1,180942217,Assault
1,180931652,Robbery
1,180918149,Other Miscellaneous
2,180969136,Missing Person
1,186294446,Lost Property
1,180936351,Recovered Vehicle
2,180961057,Robbery
1,196000926,Lost Property
1,180946112,Fraud
1,180984651,Fraud
1,180955709,Larceny Theft
1,180930717,Fraud
1,180968718,Warrant
1,186284776,Larceny Theft
1,180937917,Malicious Mischief
1,180917759,Malicious Mischief
1,180943265,Non-Criminal
1,180947988,Burglary
1,180929265,Miscellaneous Investigation
1,180961239,Robbery
1,180975161,Other Miscellaneous
1,180969465,Non-Criminal
2,180952987,Missing Person
1,180935836,Other Miscellaneous
1,196005841,Larceny Theft
1,186287441,Larceny Theft
1,180922968,Other Miscellaneous
1,180860465,Recovered Vehicle
1,180932939,Other Miscellaneous
1,180943782,Malicious Mischief
1,180970086,Offences Against The Family And Children
1,180918183,Larceny Theft
1,180964396,Non-Criminal
1,180955232,Malicious Mischief
2,180972628,Larceny Theft
1,180972684,Larceny Theft
1,180953850,Family Offense
1,186296549,Larceny Theft
3,180929118,Drug Offense
1,180980320,Larceny Theft
1,180945681,Larceny Theft
1,180973303,Fraud
1,180913854,Malicious Mischief
1,180938777,Other Miscellaneous
1,186293711,Malicious Mischief
1,186288110,Larceny Theft
1,186300015,Larceny Theft
1,180915242,Larceny Theft
1,180916171,Larceny Theft
1,180963075,Disorderly Conduct
1,180916080,Assault
1,180940835,Larceny Theft
1,180909853,Malicious Mischief
1,180954096,Recovered Vehicle
1,180955527,Robbery
1,180910292,Larceny Theft
1,180921540,Larceny Theft
1,186286910,Larceny Theft
1,186280053,Larceny Theft
1,180931157,Malicious Mischief
1,180976119,Offences Against The Family And Children
1,180982514,Larceny Theft
1,180934167,Non-Criminal
1,180940879,Lost Property
1,180963188,Larceny Theft
1,186292321,Malicious Mischief
1,180947449,Assault
2,186288392,Larceny Theft
1,180917925,Suspicious Occ
2,180973319,Warrant
1,180983813,Warrant
1,186291298,Larceny Theft
1,180910866,Traffic Violation Arrest
1,180980110,Fraud
1,186283994,Larceny Theft
1,180923041,Other Offenses
1,180908548,Larceny Theft
1,180952119,Larceny Theft
4,180924180,Larceny Theft
1,180929146,Assault
1,180910929,Other Miscellaneous
1,186301693,Larceny Theft
1,180942944,Burglary
1,180956224,Warrant
1,180975161,Malicious Mischief
1,180921841,Miscellaneous Investigation
1,180972662,Burglary
1,186296323,Larceny Theft
1,180909314,Traffic Violation Arrest
1,180934559,Suspicious Occ
1,180927601,Non-Criminal
1,186286318,Larceny Theft
1,180957608,Larceny Theft
1,180948306,Motor Vehicle Theft
1,180935927,Other Miscellaneous
1,180926409,Other Miscellaneous
1,180985057,Non-Criminal
1,180920837,Larceny Theft
1,180910559,Other Miscellaneous
1,180925683,Miscellaneous Investigation
1,180962594,Drug Offense
1,186292218,Larceny Theft
1,180973331,Missing Person
1,180917458,Recovered Vehicle
1,180985621,Other Miscellaneous
1,180936505,Traffic Violation Arrest
1,180946968,Larceny Theft
1,180925514,Larceny Theft
1,180969302,Larceny Theft
1,180928295,Non-Criminal
1,180965059,Recovered Vehicle
1,180903548,Non-Criminal
1,180973193,Larceny Theft
1,186280150,Larceny Theft
2,180943011,Assault
1,186293749,Larceny Theft
1,180972640,Drug Offense
1,180948958,Fraud
1,180967629,Fraud
1,186289475,Lost Property
2,180957476,Larceny Theft
1,186302607,Fraud
1,186285166,Larceny Theft
1,186279244,Larceny Theft
1,180940493,Warrant
1,180947176,Malicious Mischief
1,186300805,Larceny Theft
2,180945653,Robbery
4,180919329,Drug Offense
1,180951779,Other Miscellaneous
1,180975440,Larceny Theft
1,180944962,Larceny Theft
1,180957244,Non-Criminal
1,180945227,Other Miscellaneous
1,180965065,Non-Criminal
1,180964954,Other Miscellaneous
1,186293238,Larceny Theft
1,180957818,Burglary
1,180939236,Other Miscellaneous
1,180977189,Larceny Theft
1,180940368,Larceny Theft
1,180950743,Fraud
